ref_url,submitter_name,submitter_email,submitter_institution,generation_date,method,rationale,experiment,cluster_label,cluster_rank,N_interactions,∆∆G,comRMSD,ROCS_TanimotoCombo,ROCS_ShapeTanimoto,ROCS_ColorTanimoto,ref_pdb,ref_mols,original SMILES,origin,butcher #BAD,butcher #GOOD,butcher #protein clash,butcher #solvent space,butcher #pocket,butcher #P1,butcher #P2,butcher #P1',butcher #P2',butcher #P3,butcher #P4,butcher #P5,butcher #P6,ID,ROMol,Kate_Good
nan,nan,nan,nan,nan,nan,info info set:3d;halogenbond:S105+P107; hbond:S87; pication:H21; ,3d,12,5,4,-3.987594,0.568536,0.328,0.22,0.107,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",N#Cc1cc(CN2C[C@@H](F)C[C@H]2CO)ccc1F,A71-ROCS-iter2.sdf,0,18,0,0,18,11,3,4,0,0,0,0,0,Z2057686868,<rdkit.Chem.rdchem.Mol object at 0x1697b7820>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87+S125+G127+E88; hydroph_interaction:P107; ,sulfonimide_whole,8,5,5,-1.668027,0.452461,0.355,0.199,0.156,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",NS(=O)(=O)c1ccc2nnnn2n1,A71-ROCS-iter2.sdf,1,12,0,1,12,10,1,1,0,0,0,0,0,EN300_279345,<rdkit.Chem.rdchem.Mol object at 0x1697b7890>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_whole;hbond:S87+S125+G127; hydroph_interaction:Y89+Y90+H21+V84; ,screening_whole,9,5,8,-7.184718,0.532872,0.459,0.255,0.204,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",O=C(Nn1cnc2ccccc21)c1ccccc1-n1cccn1,A71-ROCS-iter2.sdf,4,19,4,0,19,13,5,1,0,0,0,0,0,Z425224490,<rdkit.Chem.rdchem.Mol object at 0x1697b7900>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87+S125+G127+E85; hydroph_interaction:P107+Y89+Y90; ,sulfonimide_whole,3,5,8,-5.42522,0.899133,0.377,0.208,0.169,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CC(C)(C)OC(=O)NC1(CS(N)(=O)=O)CCCC1,A71-ROCS-iter2.sdf,2,16,2,0,16,10,3,2,0,1,0,0,0,EN300_1873712,<rdkit.Chem.rdchem.Mol object at 0x1697b7970>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_whole;halogenbond:T126; hbond:S87+G127; hydroph_interaction:Y89+Y90+H21+D39; ,bb_whole,7,5,8,-0.347927,0.971669,0.415,0.263,0.153,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CC(C)c1ccc(-c2cc(C(F)(F)F)n3ncc(C(=O)O)c3n2)cc1,A71-ROCS-iter2.sdf,8,17,7,1,17,12,2,2,0,1,0,0,0,EN300_228917,<rdkit.Chem.rdchem.Mol object at 0x1697b79e0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_pocket;hbond:S105+G127+P107; hydroph_interaction:V124+D109; ,screening_pocket,11,6,5,-0.93309,0.652126,0.627,0.255,0.372,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1ccc(Nc2ncc([N+](=O)[O-])c(NC3CC3)n2)cc1,A71-ROCS-iter2.sdf,10,11,3,7,11,11,0,0,0,0,0,0,0,Z324800370,<rdkit.Chem.rdchem.Mol object at 0x1697b7a50>,FALSE
nan,nan,nan,nan,nan,nan,info info set:3d;halogenbond:C110; hbond:S87; ,3d,2,6,2,-0.308329,0.713969,0.312,0.214,0.098,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",O=S(=O)(c1cc(F)ccc1F)N1CCNCC1,A71-ROCS-iter2.sdf,2,15,0,2,15,13,1,1,0,0,0,0,0,Z94598474,<rdkit.Chem.rdchem.Mol object at 0x1697b7ac0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:G127+E85; hydroph_interaction:V84+L100+I82; ,sulfonimide_whole,15,6,7,-5.476799,0.747754,0.298,0.17,0.127,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",COc1ccc(CNS(C)(=O)=O)cc1N,A71-ROCS-iter2.sdf,3,12,3,0,12,1,0,0,0,5,2,2,2,EN300_244391,<rdkit.Chem.rdchem.Mol object at 0x1697b7b30>,TRUE
nan,nan,nan,nan,nan,nan,info info set:screening_pocket;halogenbond:D39; hbond:S105; hydroph_interaction:P107+Y89; ,screening_pocket,18,6,4,-1.878116,0.755596,0.637,0.211,0.425,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",C[C@@H]1[C@@H](C(=O)Nc2ccc(N)nc2)C1(F)F,A71-ROCS-iter2.sdf,2,14,1,1,14,10,3,1,0,0,0,0,0,Z8525314575,<rdkit.Chem.rdchem.Mol object at 0x1697b7ba0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_pocket;hbond:S87+S105; hydroph_interaction:P107+Y89+H21+L22; ,screening_pocket,16,6,6,-0.179432,0.852833,0.633,0.218,0.414,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",C[C@@H]1CN(C(=O)c2cc3ccccc3c(=O)o2)C[C@H]1C(N)=O,A71-ROCS-iter2.sdf,6,16,6,0,16,14,0,2,0,0,0,0,0,Z2061495052,<rdkit.Chem.rdchem.Mol object at 0x1697b7c10>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87+G127+E106; ,sulfonimide_whole,6,6,3,-0.344887,0.462288,0.364,0.2,0.164,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CS(=O)(=O)Nc1cccc2c1CCNC2,A71-ROCS-iter2.sdf,2,13,1,1,13,9,2,0,0,2,0,0,0,EN300_52071,<rdkit.Chem.rdchem.Mol object at 0x1697b7c80>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_pocket;hbond:E88; hydroph_interaction:P107+Y89+E88; ,screening_pocket,12,6,5,-1.877417,0.873357,0.652,0.222,0.43,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",O=C(NCCc1ccccn1)c1cccnc1O,A71-ROCS-iter2.sdf,1,17,1,0,17,10,0,7,0,0,0,0,0,Z184883800,<rdkit.Chem.rdchem.Mol object at 0x1697b7d60>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_joint;hbond:G127+N129; hydroph_interaction:L100+L131; ,sulfonimide_joint,17,6,6,-4.741869,0.735751,0.333,0.217,0.116,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1cc(B2OC(C)(C)C(C)(C)O2)cc(S(N)(=O)=O)c1,A71-ROCS-iter2.sdf,6,14,4,2,14,3,0,0,0,5,0,6,0,EN300_12622197,<rdkit.Chem.rdchem.Mol object at 0x1697b7e40>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87+G127+A86; hydroph_interaction:P107; ,sulfonimide_whole,5,6,4,-5.463312,0.553948,0.355,0.188,0.167,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",NS(=O)(=O)CCc1ccncc1Br,A71-ROCS-iter2.sdf,0,13,0,0,13,10,1,0,0,2,0,0,0,EN300_7456597,<rdkit.Chem.rdchem.Mol object at 0x1697b7eb0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:3d;hbond:S87+E88; hydroph_interaction:P107+Y90+D39; ,3d,8,6,6,-0.87522,0.843795,0.354,0.213,0.142,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CC(C)c1cc(C(=O)N2CCCC23CCOCC3)no1,A71-ROCS-iter2.sdf,2,18,2,0,18,14,4,0,0,0,0,0,0,Z1556902364,<rdkit.Chem.rdchem.Mol object at 0x1697b7f20>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_whole;halogenbond:P107; hbond:S87; hydroph_interaction:P107+Y89+Y90+H21; pistack:H21; ,screening_whole,9,6,7,-1.397278,0.634819,0.48,0.28,0.2,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1ccc(Oc2nc(C(F)(F)F)nc3ccccc23)c([N+](=O)[O-])n1,A71-ROCS-iter2.sdf,4,21,4,0,21,13,5,3,0,0,0,0,0,Z86280727,<rdkit.Chem.rdchem.Mol object at 0x1697b7f90>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_whole;hbond:S87+G127; hydroph_interaction:Y90+V124+V84+D109; pistack:H21; ,screening_whole,3,6,7,-7.463033,0.594977,0.484,0.285,0.199,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CCOc1ccccc1Oc1nc2cc(C)nn2c2ccccc12,A71-ROCS-iter2.sdf,3,21,2,1,21,14,4,3,0,0,0,0,0,Z98405516,<rdkit.Chem.rdchem.Mol object at 0x1697cc040>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;halogenbond:E88; hbond:S87; hydroph_interaction:Y90; ,sulfonimide_whole,7,6,3,-7.725132,0.382562,0.347,0.207,0.14,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",C[C@@H](Cl)C(=O)Nc1cccc(S(N)(=O)=O)c1,A71-ROCS-iter2.sdf,1,15,0,1,15,11,3,0,0,1,0,0,0,EN300_23326,<rdkit.Chem.rdchem.Mol object at 0x1697cc120>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_pocket;hbond:E106; hydroph_interaction:P107; ,screening_pocket,6,7,2,-6.291928,0.776431,0.676,0.244,0.432,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CCN(CC)C(=O)c1cccnc1NC,A71-ROCS-iter2.sdf,1,14,1,0,14,12,1,1,0,0,0,0,0,Z960169668,<rdkit.Chem.rdchem.Mol object at 0x1697cc190>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_densepocket2;hbond:P107; ,bb_densepocket2,11,7,1,-3.199528,0.6471,0.611,0.25,0.362,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CNc1ncc(C(F)F)cc1[N+](=O)[O-],A71-ROCS-iter2.sdf,2,12,1,1,12,12,0,0,0,0,0,0,0,EN300_306974,<rdkit.Chem.rdchem.Mol object at 0x1697cc200>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_joint;hbond:S105+G127+D109; ,sulfonimide_joint,15,7,4,-3.436755,0.653774,0.306,0.194,0.112,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CNCCOc1ccc(S(N)(=O)=O)cc1F,A71-ROCS-iter2.sdf,4,12,4,0,12,11,0,0,0,1,0,0,0,EN300_249159,<rdkit.Chem.rdchem.Mol object at 0x1697cc270>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_densepocket2;halogenbond:C110; hbond:S105; hydroph_interaction:Y89; ,bb_densepocket2,2,7,3,-1.950367,0.762787,0.621,0.261,0.36,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CCOC(=O)c1cnc(NC)nc1CCl,A71-ROCS-iter2.sdf,3,12,2,1,12,11,0,1,0,0,0,0,0,EN300_4478273,<rdkit.Chem.rdchem.Mol object at 0x1697cc2e0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_densepocket2;hydroph_interaction:V124+D109+V132; ,bb_densepocket2,18,7,4,-1.13215,0.729674,0.612,0.219,0.393,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1cnc(C(=O)OC(C)(C)C)cc1Cl,A71-ROCS-iter2.sdf,5,10,4,1,10,10,0,0,0,0,0,0,0,EN300_37458937,<rdkit.Chem.rdchem.Mol object at 0x1697cc3c0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_whole;hbond:S125+G127+C110; hydroph_interaction:Y89+Y90; ,bb_whole,16,7,6,-5.39766,0.523781,0.414,0.277,0.137,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1cc(C)cc(Nc2nc3c(C)cccn3c(=O)c2C=O)c1,A71-ROCS-iter2.sdf,3,20,3,0,20,14,4,2,0,0,0,0,0,EN300_22312861,<rdkit.Chem.rdchem.Mol object at 0x1697cc430>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;halogenbond:E88; hbond:S87; ,sulfonimide_whole,7,7,2,-7.561791,0.469124,0.362,0.223,0.14,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1cc(S(N)(=O)=O)cc(NC(=O)CCl)c1C,A71-ROCS-iter2.sdf,1,16,0,1,16,12,2,1,0,1,0,0,0,EN300_12411,<rdkit.Chem.rdchem.Mol object at 0x1697cc4a0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_joint;hbond:G127; hydroph_interaction:P107+V84+L100+L131; ,sulfonimide_joint,17,7,5,-5.263086,0.897423,0.367,0.25,0.117,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CC(C)CC(=O)NCCc1ccc(S(N)(=O)=O)s1,A71-ROCS-iter2.sdf,3,15,1,2,15,6,0,0,0,4,0,4,1,EN300_125224,<rdkit.Chem.rdchem.Mol object at 0x1697cc510>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87+G127+A86; hydroph_interaction:P107; ,sulfonimide_whole,5,7,4,-8.179007,0.442356,0.368,0.195,0.173,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CO[C@@](C)(CS(N)(=O)=O)c1ccccc1,A71-ROCS-iter2.sdf,0,15,0,0,15,12,2,0,0,1,0,0,0,EN300_227550,<rdkit.Chem.rdchem.Mol object at 0x1697cc5f0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87; hydroph_interaction:Y89+Y90+H21+D39; ,sulfonimide_whole,8,7,5,-6.008831,0.477379,0.349,0.213,0.136,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",NS(=O)(=O)c1cccc(NC(=O)c2ccccc2F)c1,A71-ROCS-iter2.sdf,4,16,3,1,16,10,3,2,0,1,0,0,0,EN300_26177738,<rdkit.Chem.rdchem.Mol object at 0x1697cc660>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_whole;hbond:S87; hydroph_interaction:P107+Y89+V124+H21; ,screening_whole,9,7,5,-8.56426,0.64578,0.466,0.267,0.199,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1ccc(Oc2nc(C)nc3sc4c(c23)CCC4)c([N+](=O)[O-])n1,A71-ROCS-iter2.sdf,1,23,1,0,23,13,4,3,0,3,0,0,0,Z31110920,<rdkit.Chem.rdchem.Mol object at 0x1697cc6d0>,TRUE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87+S125+G127+E85; hydroph_interaction:Y89+Y90; ,sulfonimide_whole,3,7,8,-4.53228,0.920273,0.358,0.22,0.138,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CC(C)(C)OC(=O)N[C@@H]1CC[C@H](CS(N)(=O)=O)C1,A71-ROCS-iter2.sdf,2,16,2,0,16,11,0,3,0,2,0,0,0,EN300_746189,<rdkit.Chem.rdchem.Mol object at 0x1697cc740>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_pocket;hbond:S105+S125+G127; hydroph_interaction:P107+Y89+E88; pistack:H21; ,screening_pocket,12,7,7,-4.73824,0.421274,0.633,0.234,0.399,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CCNc1ccc(Nc2ccnc(CC)n2)cn1,A71-ROCS-iter2.sdf,3,15,0,3,15,10,0,5,0,0,0,0,0,Z3079948510,<rdkit.Chem.rdchem.Mol object at 0x1697cc820>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;halogenbond:E88; hbond:S87; ,sulfonimide_whole,7,8,2,-7.8201,0.572419,0.358,0.22,0.138,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",COc1ccc(S(N)(=O)=O)cc1NC(=O)CCl,A71-ROCS-iter2.sdf,1,16,0,1,16,12,2,1,0,1,0,0,0,EN300_107670,<rdkit.Chem.rdchem.Mol object at 0x1697cc890>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_whole;hbond:S87+Q95; hydroph_interaction:Y89+Y90+V124; ,screening_whole,18,8,5,-5.870184,0.541219,0.454,0.274,0.18,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1nc2cc(F)c(F)cc2n1CC(=O)N1CCC[C@@H]1C(N)=O,A71-ROCS-iter2.sdf,1,22,0,1,22,14,5,2,0,1,0,0,0,Z2297678222,<rdkit.Chem.rdchem.Mol object at 0x1697cc900>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_densepocket2;hbond:S125+G127+E106; ,bb_densepocket2,6,8,3,-4.902583,0.347309,0.624,0.23,0.394,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CNc1ncc(C(=O)OC)cc1N,A71-ROCS-iter2.sdf,2,11,1,1,11,10,0,0,0,1,0,0,0,EN300_3055818,<rdkit.Chem.rdchem.Mol object at 0x1697cc9e0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_densepocket2;hbond:S125+G127+E106+C110+T126; ,bb_densepocket2,16,8,5,-4.96522,0.301014,0.611,0.275,0.336,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",NNc1nc2ccccc2nc1NN,A71-ROCS-iter2.sdf,3,11,1,2,11,11,0,0,0,0,0,0,0,EN300_110842,<rdkit.Chem.rdchem.Mol object at 0x1697cca50>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:G127+T126+N129; ,sulfonimide_whole,17,8,4,-2.103297,0.995377,0.34,0.212,0.128,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",C#CCCCC(=O)Nc1nnc(S(N)(=O)=O)s1,A71-ROCS-iter2.sdf,2,15,2,0,15,4,1,0,0,3,2,5,0,EN300_1718461,<rdkit.Chem.rdchem.Mol object at 0x1697ccb30>,FALSE
nan,nan,nan,nan,nan,nan,info info set:3d;hbond:E88; hydroph_interaction:P107+Y90; ,3d,8,8,3,-8.18183,0.523517,0.338,0.215,0.123,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",N#Cc1ccccc1Oc1ccccc1CO,A71-ROCS-iter2.sdf,0,17,0,0,17,10,3,4,0,0,0,0,0,Z362022872,<rdkit.Chem.rdchem.Mol object at 0x1697ccc10>,FALSE
nan,nan,nan,nan,nan,nan,info info set:sulfonimide_whole;hbond:S87+G127+A86; hydroph_interaction:P107+V124; ,sulfonimide_whole,5,8,5,-5.400928,0.783896,0.345,0.203,0.143,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CC1(C)Cc2cccc(S(N)(=O)=O)c2O1,A71-ROCS-iter2.sdf,2,13,2,0,13,10,2,0,0,1,0,0,0,EN300_201969,<rdkit.Chem.rdchem.Mol object at 0x1697cccf0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:screening_pocket;halogenbond:C110; hbond:S105+Y90; hydroph_interaction:P107+Y89+Y90; ,screening_pocket,2,8,7,-0.298212,0.965398,0.623,0.236,0.387,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",Cc1noc(C)c1CC(=O)Nc1ccc(O)cc1F,A71-ROCS-iter2.sdf,1,18,1,0,18,12,2,4,0,0,0,0,0,Z1645594352,<rdkit.Chem.rdchem.Mol object at 0x1697ccdd0>,FALSE
nan,nan,nan,nan,nan,nan,info info set:bb_whole;hbond:S87+S125+G127; hydroph_interaction:P107; saltbridge:H21; ,bb_whole,9,8,5,-0.710274,0.59466,0.448,0.258,0.19,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",CC(C)(C)OC(=O)N1[C@H]2CC[C@]1(c1[nH]nnc1C(=O)O)CC2,A71-ROCS-iter2.sdf,1,21,0,1,21,13,3,2,0,3,0,0,0,EN300_787748,<rdkit.Chem.rdchem.Mol object at 0x1697cce40>,TRUE
nan,nan,nan,nan,nan,nan,info info set:bb_densepocket2;hbond:S87+S125+G127; hydroph_interaction:P107+Y89+Y90+V124+D109; ,bb_densepocket2,3,8,9,-8.26319,0.538209,0.609,0.25,0.359,A71x0310a,"A71x0446a,A71x1080a,A71x0812a,A71x0719a,A71x1140a,A71x0528a,A71x0310a",C#Cc1ncc(F)cc1NC(=O)OC(C)(C)C,A71-ROCS-iter2.sdf,2,15,2,0,15,12,1,2,0,0,0,0,0,EN300_37397014,<rdkit.Chem.rdchem.Mol object at 0x1697cceb0>,FALSE